route_id,route_name,stop_id,stop_sequence,latitude,longitude,stop_name,distance_to_next,cumulative_distance,estimated_travel_time_min,route_segment,travel_time_category,distance_category,condition
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,36,36,-1.94073,30.04475,Nyabugogo Bus Park,0.01,25.76687084481686,0.0,Late,Very Short,Very Close,rainy
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,1,1,-1.97922,30.22352,Kabuga Bus Park1,0.9942008667886283,0.0,1.6297806992244295,Start,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,2,2,-1.98699,30.21955,Masaka Hospital,3.3130236255076158,0.9942008667886283,5.604625673456118,Start,Medium,Far,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,3,3,-1.99804,30.19164,Masaka Bus Terminal,0.2493210244837344,4.307224492296244,0.4057203016790597,Start,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,4,4,-1.99587,30.19155,Masaka Rd_2,0.34507390105698327,4.556545516779979,0.5387012494461892,Start,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,5,5,-1.99302,30.19111,Masaka Health Centre,0.38201159156299097,4.901619417836962,0.6493822258087483,Start,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,6,6,-1.99001,30.19285,Masaka Rd_1,0.5508404081847201,5.283631009399953,0.9363738722005173,Start,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,7,7,-1.98532,30.19108,At 19_Inyange1,1.2658688111489529,5.834471417584672,1.9710261175069066,Start,Very Short,Medium,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,8,8,-1.9792,30.18248,KK 3 Rd_15,0.22753143334497505,7.100340228733625,0.3681271307745672,Early,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,9,9,-1.97749,30.1815,Kibaya Minagri,0.5224000154854609,7.3278716620786,0.8987285271867351,Early,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,10,10,-1.97365,30.1786,Bus Route 107_3,0.42510856645169587,7.850271677564061,0.6953197557885092,Early,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,11,11,-1.97129,30.17572,Mulindi1,0.6977259973268104,8.275380244015757,1.1999843750334926,Early,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,12,12,-1.96891,30.16975,KK 3 Rd_11,0.7372427560302977,8.973106241342567,1.2680973637674247,Early,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,13,13,-1.96715,30.16319,At 15 Ndera1,1.7960182745647255,9.710348997372865,2.981243281445265,Early,Short,Medium,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,14,14,-1.95801,30.1501,SEZ B2,1.1840828100994487,11.50636727193759,2.1996903229282516,Early,Short,Medium,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,15,15,-1.95409,30.13899,Kigali Parents School2,0.7789278185422,12.690450082037039,1.4321125597771724,Early,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,16,16,-1.95748,30.13211,La Parisse1,0.9892377466119405,13.46937790057924,1.7099948533636924,Mid,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,17,17,-1.96272,30.1246,Ku Cyamutzig,1.0160723227778086,14.45861564719118,1.7980579549116897,Mid,Very Short,Medium,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,18,18,-1.96011,30.11533,Prince House2,0.3784020483685685,15.47468796996899,0.6258813638043643,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,19,19,-1.9612,30.11216,Alpha Palace Hotel,0.3781655392702578,15.853090018337559,0.6655341578966266,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,20,20,-1.96281,30.10898,Good Year2,0.9357419593650365,16.231255557607817,1.6914914753004573,Mid,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,21,21,-1.9682,30.1017,Sonatubes,0.45054302448746936,17.166997516972852,0.7052312178282008,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,22,22,-1.96891,30.09799,Bralirwa3,0.4201088599662428,17.617540541460322,0.7138413072171862,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,23,23,-1.96807,30.09426,Amasezerano,0.8454039439039219,18.037649401426563,1.415499319369887,Mid,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,24,24,-1.96918,30.08676,Rwandex,0.43846539354663017,18.883053345330485,0.7931218037234017,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,25,25,-1.96752,30.08285,Kwa Mironko2,0.38942654295921697,19.321518738877113,0.6725426214013739,Mid,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,26,26,-1.96489,30.08039,KN 3 Rd_6,0.4105074588710369,19.71094528183633,0.6858487250666618,Late,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,27,27,-1.96249,30.07761,Volta Super1,0.5670043843590283,20.12145274070737,1.0107348306509827,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,28,28,-1.9573,30.07608,Ku Mazi1,0.8097797792145648,20.688457125066396,1.3353456925554925,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,29,29,-1.95026,30.07484,Chez Rasta,0.40280499999193636,21.49823690428096,0.6976646180972859,Late,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,30,30,-1.94667,30.07381,One Love,0.7900941585456547,21.901041904272898,1.3470038160613387,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,31,31,-1.94101,30.06934,Forex Form_Poids Lourd,0.7013861643905552,22.69113606281855,1.2148787861090857,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,32,32,-1.93686,30.06433,Kigali Gaz_Kinamba,0.49966202171078533,23.392522227209106,0.7682788855115272,Late,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,33,33,-1.93549,30.06045,Kinamba Bridge,0.7780395992923076,23.892184248919893,1.3079892380461122,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,34,34,-1.93596,30.05346,Handicap HQs,0.5292249321439368,24.6702238482122,0.9387438684598288,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,35,35,-1.93841,30.04907,Ku Magare,0.5674220644607241,25.199448780356136,0.9156124501764669,Late,Very Short,Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,36,36,-1.94073,30.04475,Nyabugogo Bus Park,0.01,25.76687084481686,0.0,Late,Very Short,Very Close,late_night
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,1,1,-1.97922,30.22352,Kabuga Bus Park1,0.9942008667886283,0.0,4.65651628349837,Start,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,2,2,-1.98699,30.21955,Masaka Hospital,3.3130236255076158,0.9942008667886283,16.013216209874624,Start,Long,Far,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,3,3,-1.99804,30.19164,Masaka Bus Terminal,0.2493210244837344,4.307224492296244,1.1592008619401706,Start,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,4,4,-1.99587,30.19155,Masaka Rd_2,0.34507390105698327,4.556545516779979,1.5391464269891122,Start,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,5,5,-1.99302,30.19111,Masaka Health Centre,0.38201159156299097,4.901619417836962,1.855377788024995,Start,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,6,6,-1.99001,30.19285,Masaka Rd_1,0.5508404081847201,5.283631009399953,2.6753539205729067,Start,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,7,7,-1.98532,30.19108,At 19_Inyange1,1.2658688111489529,5.834471417584672,5.631503192876877,Start,Medium,Medium,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,8,8,-1.9792,30.18248,KK 3 Rd_15,0.22753143334497505,7.100340228733625,1.0517918022130492,Early,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,9,9,-1.97749,30.1815,Kibaya Minagri,0.5224000154854609,7.3278716620786,2.5677957919621006,Early,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,10,10,-1.97365,30.1786,Bus Route 107_3,0.42510856645169587,7.850271677564061,1.986627873681455,Early,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,11,11,-1.97129,30.17572,Mulindi1,0.6977259973268104,8.275380244015757,3.4285267858099795,Early,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,12,12,-1.96891,30.16975,KK 3 Rd_11,0.7372427560302977,8.973106241342567,3.623135325049785,Early,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,13,13,-1.96715,30.16319,At 15 Ndera1,1.7960182745647255,9.710348997372865,8.517837946986472,Early,Medium,Medium,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,14,14,-1.95801,30.1501,SEZ B2,1.1840828100994487,11.50636727193759,6.284829494080719,Early,Medium,Medium,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,15,15,-1.95409,30.13899,Kigali Parents School2,0.7789278185422,12.690450082037039,4.091750170791921,Early,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,16,16,-1.95748,30.13211,La Parisse1,0.9892377466119405,13.46937790057924,4.8856995810391215,Mid,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,17,17,-1.96272,30.1246,Ku Cyamutzig,1.0160723227778086,14.45861564719118,5.137308442604828,Mid,Medium,Medium,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,18,18,-1.96011,30.11533,Prince House2,0.3784020483685685,15.47468796996899,1.7882324680124697,Mid,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,19,19,-1.9612,30.11216,Alpha Palace Hotel,0.3781655392702578,15.853090018337559,1.9015261654189333,Mid,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,20,20,-1.96281,30.10898,Good Year2,0.9357419593650365,16.231255557607817,4.832832786572736,Mid,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,21,21,-1.9682,30.1017,Sonatubes,0.45054302448746936,17.166997516972852,2.0149463366520024,Mid,Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,22,22,-1.96891,30.09799,Bralirwa3,0.4201088599662428,17.617540541460322,2.0395465920491036,Mid,Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,23,23,-1.96807,30.09426,Amasezerano,0.8454039439039219,18.037649401426563,4.044283769628249,Mid,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,24,24,-1.96918,30.08676,Rwandex,0.43846539354663017,18.883053345330485,2.2660622963525765,Mid,Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,25,25,-1.96752,30.08285,Kwa Mironko2,0.38942654295921697,19.321518738877113,1.9215503468610684,Mid,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,26,26,-1.96489,30.08039,KN 3 Rd_6,0.4105074588710369,19.71094528183633,1.9595677859047482,Late,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,27,27,-1.96249,30.07761,Volta Super1,0.5670043843590283,20.12145274070737,2.8878138018599504,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,28,28,-1.9573,30.07608,Ku Mazi1,0.8097797792145648,20.688457125066396,3.8152734073014076,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,29,29,-1.95026,30.07484,Chez Rasta,0.40280499999193636,21.49823690428096,1.9933274802779597,Late,Very Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,30,30,-1.94667,30.07381,One Love,0.7900941585456547,21.901041904272898,3.8485823316038252,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,31,31,-1.94101,30.06934,Forex Form_Poids Lourd,0.7013861643905552,22.69113606281855,3.471082246025959,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,32,32,-1.93686,30.06433,Kigali Gaz_Kinamba,0.49966202171078533,23.392522227209106,2.195082530032935,Late,Short,Very Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,33,33,-1.93549,30.06045,Kinamba Bridge,0.7780395992923076,23.892184248919893,3.7371121087031782,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,34,34,-1.93596,30.05346,Handicap HQs,0.5292249321439368,24.6702238482122,2.682125338456654,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,35,35,-1.93841,30.04907,Ku Magare,0.5674220644607241,25.199448780356136,2.6160355719327626,Late,Short,Close,accident
Kabuga_Nyabugogo_001,Kabuga - Nyabugogo,36,36,-1.94073,30.04475,Nyabugogo Bus Park,0.01,25.76687084481686,0.0,Late,Very Short,Very Close,accident
